Idproyecto;año;fondo;instrumento;provincia;prov1;prov2;prov3;prov4;prov5;prov6;localidad;titulo;destinatario;otraentidad;areatematicanormalizada;montonominal;montorealBase2008;;
1777;2009;COFECyT;PFIP ;SANTA FE;SANTA FE;;;;;;;Desarrollo de un sistema de control automatico de guia de un tractor agricola ;Universidad Nacional de Rosario ;Provincia de Santa Fe;Desarrollo productivo local;$ 90,600; $ 78,525 ;;
1778;2009;COFECyT;PFIP ;SANTA FE;SANTA FE;;;;;;;Elaboracion de un suplemento proteico adaptado a las diferentes condiciones regionales para mejorar la sustentabilidad de la apicultura en el norte de la provincia de Santa Fe;Jorge Davadies INTA AER ;Provincia de Santa Fe;Desarrollo productivo local;$ 91,860; $ 79,617 ;;
1779;2009;COFECyT;PFIP ;SANTA FE;SANTA FE;;;;;;;Desarrollo de un equipo economico modular y movil para eliminacion de arsenico de agua para consumo de ganado en la region utilizando energia solar;UTN - Facultad Regional Reconquista ;Provincia de Santa Fe;Desarrollo productivo local;$ 180,647; $ 156,570 ;;
1780;2009;COFECyT;PFIP ;SANTA FE;SANTA FE;;;;;;;Automatizacion de recoleccion de leche a granel. Herramientas tecnologicas innovadoras para programas de pago de la leche en base a su calidad fisico-quimica y microbiologica;Secretaría del sistema metalmecanico, quimico, automoción y otras manufacturas del Ministerio de la Producción de Santa Fe;Provincia de Santa Fe;Desarrollo productivo local;$ 86,286; $ 74,786 ;;
1781;2009;COFECyT;PFIP ;SANTA FE;SANTA FE;;;;;;;Usos consuntivos del agua en humedales santafesinos: diagnostico, conflictos, potencialidades y alternativas de intervencion;Universidad Nacional del Litoral ;Provincia de Santa Fe;Desarrollo productivo local;$ 164,360; $ 142,454 ;;
1782;2009;COFECyT;PFIP ;SANTA FE;SANTA FE;;;;;;;Deteccion precoz de cercospora kikuchii en plantas de soja: desarrollo y validacion de la metodologia;Universidad Nacional del Litoral ;Provincia de Santa Fe;Desarrollo productivo local;$ 164,520; $ 142,593 ;;
1783;2009;COFECyT;PFIP ;SANTA FE;SANTA FE;;;;;;;Desarrollo de tecnologias lecheras no convencionales para pequeños productores del norte y centro santafesino;Universidad Nacional del Litoral ;Provincia de Santa Fe;Desarrollo productivo local;$ 96,500; $ 83,638 ;;
1784;2009;COFECyT;PFIP ;SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO;;;;;;;Producción de plantines de especies frutales, forestales y arbustivas con potencial energético utilizando tecnología de plantación por tubotes y riego por goteo;Dirección General de Tierras ;Provincia de Santiago Del Estero;Desarrollo productivo local;$ 100,000; $ 86,672 ;;
1785;2009;COFECyT;PFIP ;SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO;;;;;;;Programa de sistematización para la información geográfica de la Dirección de Bosques de la pcia. De Santiago del Estero;Universidad Nacional de Santiago del Estero ;Provincia de Santiago Del Estero;Desarrollo productivo local;$ 54,500; $ 47,236 ;;
1786;2009;COFECyT;PFIP ;SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO;;;;;;;Reutilizar componentes de lámparas de Bajo consumo para ahorrar energía eléctrica y prolongar la vida útil de Tubos Fluorescentes;Consejo General de Educación de Santiago del Estero ;Provincia de Santiago Del Estero;Desarrollo productivo local;$ 100,000; $ 86,672 ;;
1787;2009;COFECyT;PFIP ;SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO;;;;;;;Modelo de Producción agroforestal en el Área de Riego del Departamento Banda, Santiago del Estero;Miguel Antonio Maldonado (Establecimiento Mi Viejo) ;Provincia de Santiago Del Estero;Desarrollo productivo local;$ 89,594; $ 77,653 ;;
1788;2009;COFECyT;PFIP ;SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO;;;;;;;Producción de plantas fruti-hortícolas certificadas y centro de validación fruti hortícola para la zona de riego de Santiago del Estero;Universidad Nacional de Santiago del Estero ;Provincia de Santiago Del Estero;Desarrollo productivo local;$ 95,700; $ 82,945 ;;
1789;2009;COFECyT;PFIP ;SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO;;;;;;;Sistema silvopastoril sustentable para la región Chaqueña. Rolado de baja intensidad ;Universidad Nacional de Santiago del Estero ;Provincia de Santiago Del Estero;Desarrollo productivo local;$ 63,100; $ 54,690 ;;
1790;2009;COFECyT;PFIP ;SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO;;;;;;;Fabrica de alimentos balanceados Premium para ganado mayor y menor ;"Cooperativa Agropecuaria ""El Renacer"" Ltda. ";Provincia de Santiago Del Estero;Desarrollo productivo local;$ 112,350; $ 97,376 ;;
1791;2009;COFECyT;PFIP ;SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO;;;;;;;Desarrollo y optimización de procesos para elaborar productos a base de leche de cabra, en localidades del área de riego del Rio Dulce de la provincia de Santiago del Estero;Subsecretaría de Agricultura Familiar ;Provincia de Santiago Del Estero;Desarrollo productivo local;$ 97,100; $ 84,158 ;;
1792;2009;COFECyT;PFIP ;SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO;;;;;;;Investigación y transferencia de técnicas del manejo de monte para el desarrollo social, ambiental y económico de la comunidad de Garza, Depto. Sarmiento, pcia. de Santiago del Estero;Instituto de estudios ambientales y desarrollo rural de la llanura chaquela- Sede central- UNSE;Provincia de Santiago Del Estero;Desarrollo productivo local;$ 79,048; $ 68,512 ;;
1793;2009;COFECyT;PFIP ;SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO;;;;;;;Desarrollo de cocinas ecológicas para uso de biomasa leñosa en comedores comunitarios (escolares rurales y barriales urbanos) de la pcia. de Santiago del Estero;Universidad Nacional de Santiago del Estero ;Provincia de Santiago Del Estero;Desarrollo productivo local;$ 98,931; $ 85,745 ;;
1794;2009;COFECyT;PFIP ;SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO;;;;;;;Aprovechamiento y biodegradación de residuos de Feed lots y complementación productiva entre bovinos y porcinos para una mayor rentabilidad;"Cooperativa de Provisión de Servicios Para Productores Rurales ""Tierra Fértil"" Ltda. ";Provincia de Santiago Del Estero;Desarrollo productivo local;$ 105,700; $ 91,612 ;;
1795;2009;COFECyT;PFIP ;TIERRA DEL FUEGO;TIERRA DEL FUEGO;;;;;;;Aplicación de la tecnica molecular PCR multiplex para la identificacion de especies de peces en productos a base de Surimi;Centro Austral de Investigaciones Cientificas (CADIC) - CONICET ;Provincia de Tierra Del Fuego;Desarrollo productivo local;$ 106,100; $ 91,959 ;;
1796;2009;COFECyT;PFIP ;TIERRA DEL FUEGO;TIERRA DEL FUEGO;;;;;;;Diagnostico del estado actual de los sistemas de gestion ambiental y de salud y seguridad ocupacional en establecimientos industriales de Rio Grande;UTN - Facultad Regional Rio Grande ;Provincia de Tierra Del Fuego;Desarrollo productivo local;$ 20,801; $ 18,029 ;;
1797;2009;COFECyT;PFIP ;TIERRA DEL FUEGO;TIERRA DEL FUEGO;;;;;;;Evaluacion de las bases fisiologicas del crecimiento del puyen para su cultivo en Tierra del Fuego;Centro Austral de Investigaciones Cientificas (CADIC) - CONICET ;Provincia de Tierra Del Fuego;Desarrollo productivo local;$ 98,230; $ 85,138 ;;
1798;2009;COFECyT;PFIP ;TUCUMÁN;TUCUMÁN;;;;;;;Mejora de las tecnicas de gestion sanitaria reproductivas y buenas practicas de manejo para aumentar la calidad y productividad en predios ganaderos de pequeños y medianos productores de la Pcia. de Tucuman;Universidad Nacional de Tucumán - Facultad de Agronomía y Zootecnia ;Provincia de Tucumán;Desarrollo productivo local;$ 90,000; $ 78,005 ;;
1799;2009;COFECyT;PFIP ;TUCUMÁN;TUCUMÁN;;;;;;;Implementacion de un manejo integrado de plagas (MIP) acorde con las buenas practicas agricolas mediante el uso de enemigos naturales de las principales plagas en cultivos frutihorticolas de Lules - Tucuman, creados en un prototipo de biofabrica;Universidad Nacional de Tucumán ;Provincia de Tucumán;Desarrollo productivo local;$ 90,000; $ 78,005 ;;
1800;2009;COFECyT;PFIP ;TUCUMÁN;TUCUMÁN;;;;;;;Implementacion de buenas practicas apicolas (BPA) en la produccion de caramelos con propoleos del NOA y gestion de trazabilidad a traves de un microemprendimiento social;Universidad Nacional de Tucumán - Facultad de Ciencias Exactas y Tecnología ;Provincia de Tucumán;Desarrollo productivo local;$ 85,500; $ 74,104 ;;
1801;2009;COFECyT;PFIP ;TUCUMÁN;TUCUMÁN;;;;;;;Control quimico en caña de azucar de productores minifundistas ;Cooperativa de Trabajo PROCAIN Ltda. ;Provincia de Tucumán;Desarrollo productivo local;$ 90,000; $ 78,005 ;;
1802;2009;COFECyT;PFIP ;TUCUMÁN;TUCUMÁN;;;;;;;Modulos de produccion porcina a campo con aplicación de buenas practicas ganaderas ;Guillermo Alejandro De La Vega ;Provincia de Tucumán;Desarrollo productivo local;$ 89,913; $ 77,929 ;;
1803;2009;COFECyT;PFIP ;TUCUMÁN;TUCUMÁN;;;;;;;Generacion de grupos tecnologicos locales para la aplicación de sistemas con uso racional y renovable de la energia en establecimientos de Turismo rural en el Valle de Tafi;Universidad Nacional de Tucumán - Facultad de Arquitectura y Urbanismo;Provincia de Tucumán;Desarrollo productivo local;$ 90,000; $ 78,005 ;;
108;2010;COFECyT;ASETUR;NEUQUÉN;NEUQUÉN;;;;;;;Turismo intercultural comunitario ;Comunidad Mapuche Linares ;Provincia de Neuquén;Turismo;$ 491,388; $ 352,227 ;;
109;2010;COFECyT;ASETUR;ENTRE RÍOS;ENTRE RÍOS;;;;;;;"Fortalecimiento del emprendimiento de turismo rural comunitario de Paraná ""Baqueanos del Río"", a través de la innovación en la prestación del servicio";Fundación Baqueanos del Río ;Provincia de Entre Ríos;Turismo;$ 125,345; $ 89,847 ;;
110;2010;COFECyT;ASETUR;ENTRE RÍOS;ENTRE RÍOS;;;;;;;Revalorización del patrimonio de los inmigrantes alemanes del Volga a través de la puesta en valor del Museo Histórico Cultural Alemanes del Volga;Asociación del Museo histórico de las Aldeas Alemanas del Volga de Entre Ríos ;Provincia de Entre Ríos;Turismo;$ 148,040; $ 106,115 ;;
111;2010;COFECyT;ASETUR;LA RIOJA;LA RIOJA;;;;;;;Aguas termales de Ambil ;Municipio Ortíz de Ocampo ;Provincia de La Rioja;Turismo;$ 140,000; $ 100,352 ;;
112;2010;COFECyT;ASETUR;INTERPROVINCIAL;MENDOZA;NEUQUÉN;;;;;;Ruta 40: Senderos de Valles y Volcanes del Norte Neuquino y Sur Mendocino;Municipalidad de Malargüe- Ministerio de Desarrollo Territorial;Provincias de Mendoza, Neuquén;Turismo;$ 747,400; $ 535,736 ;;
113;2010;COFECyT;ASETUR;TIERRA DEL FUEGO;TIERRA DEL FUEGO;;;;;;;Desarrollo de un nuevo sistema para el fortalecimiento del servicio de información turística en Río Grande;Municipio de Río Grande ;Provincia de Tierra Del Fuego;Turismo;$ 179,500; $ 128,666 ;;
114;2010;COFECyT;ASETUR;CATAMARCA;CATAMARCA;;;;;;;Recorriendo Catamarca-Senderos con integración regional, nacional e internacional.;Secretaría de Estado de turismo de la Provincia de Catamarca ;Provincia de Catamarca;Turismo;$ 129,700; $ 92,969 ;;
115;2010;COFECyT;ASETUR;TIERRA DEL FUEGO;TIERRA DEL FUEGO;;;;;;;Puesta en valor del Centro de montaña Glaciar Martial para el desarrollo de actividades estivales;Instituto Fueguino de Turismo INFUETUR ;Provincia de Tierra Del Fuego;Turismo;$ 176,000; $ 126,157 ;;
116;2010;COFECyT;ASETUR;TIERRA DEL FUEGO;TIERRA DEL FUEGO;;;;;;;Centro de visitantes zona norte de Tierra del Fuego;Instituto Fueguino de Turismo INFUETUR ;Provincia de Tierra Del Fuego;Turismo;$ 144,400; $ 103,506 ;;
117;2010;COFECyT;ASETUR;LA PAMPA;LA PAMPA;;;;;;;Centro de interpretación ambiental Laguna Guatraché ;Municipalidad de Guatraché ;Provincia de La Pampa;Turismo;$ 312,880; $ 224,272 ;;
118;2010;COFECyT;ASETUR;MISIONES;MISIONES;;;;;;;Desarrollo del sistema Moconá e incorporación de nuevas tecnologías en el Centro de Orientación y Atención al Turista (COATUR) de El Soberbio;Mario Hector Pereira ;Provincia de Misiones;Turismo;$ 110,600; $ 79,278 ;;
119;2010;COFECyT;ASETUR;CORRIENTES;CORRIENTES;;;;;;;"Circuito turístico jesuítico Guaraní ""San Carlosun pueblo museo que le acerca la historia"" ";Municipalidad de San Carlos ;Provincia de Corrientes;Turismo;$ 109,000; $ 78,131 ;;
120;2010;COFECyT;ASETUR;CATAMARCA;CATAMARCA;;;;;;;Museo productivo comunitario centro promotor del desarrollo local apoyado en el potencial turístico del patrimonio como dinamizador de economias locales;Municipalidad de Fray Mamerto Esquiu ;Provincia de Catamarca;Turismo;$ 303,500; $ 217,549 ;;
121;2010;COFECyT;ASETUR;SALTA;SALTA;;;;;;;Senderos Naturales en Salta Biodiversidad, ambiente y turismo;Ministerio de turismo y cultura de la provincia de Salta, Ministerio de Ambiente y desarrollo sustentable de Salta y Administración de Parques Nacionales;Provincia de Salta;Turismo;$ 338,200; $ 242,422 ;;
122;2010;COFECyT;ASETUR;TUCUMÁN;TUCUMÁN;;;;;;;Modernización del espectáculo luz y sonido de la Independencia ;Ente Tucuman Turismo ;Provincia de Tucumán;Turismo;$ 1,000,000; $ 716,799 ;;
123;2010;COFECyT;ASETUR;LA RIOJA;LA RIOJA;;;;;;;Implementacion de sistemas de comunicación con paneles solares en la reserva de la Laguna Brava;Cámara Riojana de Turismo ;Provincia de La Rioja;Turismo;$ 140,000; $ 100,352 ;;
124;2010;COFECyT;ASETUR;CÓRDOBA;CÓRDOBA;;;;;;;La Cumbre turística 2.0 ;Municipalidad de La Cumbre ;Provincia de Córdoba;Turismo;$ 155,900; $ 111,749 ;;
125;2010;COFECyT;ASETUR;CHACO;CHACO;;;;;;;Tecnología para aguas lenticas y aprovechamiento de recursos naturales genuinos de pampa almirón;"SOTO MARIELA EDITH; Grupo de Cambio Rural Ñande Retá ";Provincia de Chaco;Turismo;$ 127,000; $ 91,034 ;;
126;2010;COFECyT;ASETUR;TIERRA DEL FUEGO;TIERRA DEL FUEGO;;;;;;;Puesta en valor del Sendero Laguna Esmeralda. Señalización y mejoras en tramos críticos ;Instituto Fueguino de Turismo INFUETUR ;Provincia de Tierra Del Fuego;Turismo;$ 220,000; $ 157,696 ;;
127;2010;COFECyT;ASETUR;TIERRA DEL FUEGO;TIERRA DEL FUEGO;;;;;;;Mejoramiento de la accesibilidad y la comunicación para personas con discapacidad visual del Centro de visitantes ALAKUSH del Parque Nacional Tierra del Fuego;Parque Nacional Tierra del Fuego ;Provincia de Tierra Del Fuego;Turismo;$ 127,800; $ 91,607 ;;
128;2010;COFECyT;ASETUR;SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO;;;;;;;Camping Villa La Punta ;SUBSECRETARIA DE TURISMO DE LA PROVINCIA DE SANTIAGO DEL ESTERO,;Provincia de Santiago Del Estero;Turismo;$ 900,000; $ 645,120 ;;
129;2010;COFECyT;ASETUR;SAN LUIS;SAN LUIS;;;;;;;Desarrollo de tres nodos de atracción eco turística en áreas naturales y urbanas de San Luis ;Universidad Nacional de San Luis ;Provincia de San Luis;Turismo;$ 495,000; $ 354,816 ;;
130;2010;COFECyT;ASETUR;ENTRE RÍOS;ENTRE RÍOS;;;;;;;Atriles de relatos y descripciones históricos arquitectónicos , como guías virtuales de los monumentos y lugares históricos Nacionales de la historia de la organización Nacional: Urquiza y su tiempo;Universidad de Concepción del Uruguay ;Provincia de Entre Ríos;Turismo;$ 153,300; $ 109,885 ;;
131;2010;COFECyT;ASETUR;SANTA FE;SANTA FE;;;;;;;Centro de visitantes del sitio Ramsar Jaaukanigás ;Municipalidad de Avellaneda ;Provincia de Santa Fe;Turismo;$ 140,000; $ 100,352 ;;
132;2010;COFECyT;ASETUR;MISIONES;MISIONES;;;;;;;Historias, protagonistas y saberes de las misiones Jesuíticas del río Uruguay. Planificación interpretativa del centro de visitantes de Santa María la Mayor;Universidad Nacional de Misiones ;Provincia de Misiones;Turismo;$ 169,300; $ 121,354 ;;
133;2010;COFECyT;ASETUR;SAN JUAN;SAN JUAN;;;;;;;Asamblea Rural de Jachal. Turismo comunitario rural ;Ruben Dario Paez ;Provincia de San Juan;Turismo;$ 379,500; $ 272,025 ;;
134;2010;COFECyT;ASETUR;SANTA FE;SANTA FE;;;;;;;Producción e innovación tecnológica de recursos turísticos históricos y culturales vinculados a las Ruinas Jesuítico- Mocoví de San Francisco Javier, Santa Fe;Municipalidad de San Javier ;Provincia de Santa Fe;Turismo;$ 120,000; $ 86,016 ;;
135;2010;COFECyT;ASETUR;CHUBUT;CHUBUT;;;;;;;Núcleo de tecnología para la comunicación ex estafeta de Correo Postal dos Pozos ;Fundación dos Pozos ;Provincia de Chubut;Turismo;$ 150,000; $ 107,520 ;;
136;2010;COFECyT;ASETUR;CHUBUT;CHUBUT;;;;;;;Un viaje en tren por el tunel del tiempo ;Municipalidad de Gaiman ;Provincia de Chubut;Turismo;$ 149,999; $ 107,519 ;;
137;2010;COFECyT;ASETUR;RÍO NEGRO;RÍO NEGRO;;;;;;;¿Tiburones al acecho o tiburones acechados? Conociendo los tiburones, las rayas y el pez gallo del Golfo San Matías;Fundación Barrera Zoofitosanitaria Patagónica ;Provincia de Río Negro;Turismo;$ 162,281; $ 116,323 ;;
138;2010;COFECyT;ASETUR;SANTA FE;SANTA FE;;;;;;;Puesta en valor de la localidad de Moisés Ville como oferta turística cultural y religiosa ;Comuna de Moises Ville ;Provincia de Santa Fe;Turismo;$ 150,000; $ 107,520 ;;
139;2010;COFECyT;ASETUR;SANTA FE;SANTA FE;;;;;;;Mejora en la difusión de la oferta turística mediante el uso de tecnologías innovadoras ;Universidad Nacional del Litoral ;Provincia de Santa Fe;Turismo;$ 150,100; $ 107,592 ;;
140;2010;COFECyT;ASETUR;FORMOSA;FORMOSA;;;;;;;Mejora de servicios de atención al turista en la reserva de biósfera laguna Oca del río Paraguay;Unidad Central de Administración de Programas;Provincia de Formosa;Turismo;$ 333,400; $ 238,981 ;;
141;2010;COFECyT;ASETUR;LA PAMPA;LA PAMPA;;;;;;;Innovación en el parque ferroviario de General Pico;Municipalidad de General Pico ;Provincia de La Pampa;Turismo;$ 175,730; $ 125,963 ;;
142;2010;COFECyT;ASETUR;CATAMARCA;CATAMARCA;;;;;;;Una posta cultural en el camino a La Puna Centro turístico cultural comunitario en el Bolsón, Municipio de Villa Mil.;Municipalidad de Villa Vil ;Provincia de Catamarca;Turismo;$ 321,900; $ 230,738 ;;
143;2010;COFECyT;ASETUR;CÓRDOBA;CÓRDOBA;;;;;;;Proyecto de información turística basado en terminales interactivas con pantallas táctiles;Municipalidad de Villa Gral Belgrano, Comuna La Cumbrecita y Comuna Los Reartes;Provincia de Córdoba;Turismo;$ 204,050; $ 146,263 ;;
144;2010;COFECyT;ASETUR;SALTA;SALTA;;;;;;;Desarrollo de un centro termal interpretativo, social y recreativo Pompeya;Municipalidad de San Antonio de los Cobres, Secretaría de Turismo ;Provincia de Salta;Turismo;$ 323,100; $ 231,598 ;;
145;2010;COFECyT;ASETUR;LA PAMPA;LA PAMPA;;;;;;;Revalorización del Museo Centenario ;Comisión de Fomento de Falucho ;Provincia de La Pampa;Turismo;$ 131,500; $ 94,259 ;;
