Identidades;identidad;nentidad;entidad;tipo1;tipo2;tipo3;tipo4;tipo5
2580;2580-2;2;Facultad de Agronomía - Universidad de Buenos Aires;Estado;Nacional;Universidad pública;UBA;UBA
2580;2580-1;2;Secretaría de Investigación - Universidad Nacional de Hurlingham;Estado;Nacional;Universidad pública;UNAHUR;UNAHUR
2581;2581-1;2;Secretaria de Investigación y Desarrollo Tecnológico;Estado;;;Secretaria de Investigación y Desarrollo Tecnológico;Secretaria de Investigación y Desarrollo Tecnológico
2581;2581-2;2;Facultad de Recursos Naturales - Universidad Nacional de Formosa;Estado;Nacional;Universidad pública;UNF;UNF
2582;2582-1;1;Secretaría de Investigación, Instituto de Biotecnología - Universidad Nacional de Hurlingham;Estado;Nacional;Universidad pública;UNAHUR;UNAHUR
2583;2583-1;1;Secretaría de Minería del Ministerio de Industria de la provincia de Tierra del Fuego, Antártida e Islas del Atlántico Sur;Estado;Provincial;Gobierno provincial;Provincia de Tierra Del Fuego;Tierra del Fuego (Industria)
2584;2584-1;1;Secretaria de Minería y Energía de la provincia de La Rioja;Estado;Provincial;Gobierno provincial;Provincia de La Rioja;La Rioja (Minería y Energía)
2585;2585-1;1;SECRETARIA DE MODERNIZACION DE ESTADO, CIENCIA Y TECNOLOGIA;Estado;Provincial;Autoridad CyT;Provincia de Entre Ríos;Autoridad CyT (Provincia de Entre Ríos)
2586;2586-1;1;SECRETARIA DE PARTICIPACION SOCIAL Y ARTICULACION SOLIDARIA, Ministerio de Desarrollo, Igualdad e Integración Social;Estado;Provincial;Gobierno provincial;Provincia de La Rioja;La Rioja (Desarrollo, Igualdad e Integración Social)
2587;2587-1;1;Secretaría de planeamiento y desarrollo de la Provincia de Formosa;Estado;Provincial;Gobierno provincial;Provincia de Formosa;Formsoa (Planeamiento y Desarrollo)
2588;2588-1;1;SECRETARÍA DE PLANIFICACIÓN Y ACCIÓN PARA EL DESARROLLO (COPADE);Estado;;Organismo centralizado;SECRETARÍA DE PLANIFICACIÓN Y ACCIÓN PARA EL DESARROLLO (COPADE);SECRETARÍA DE PLANIFICACIÓN Y ACCIÓN PARA EL DESARROLLO (COPADE)
2589;2589-1;1;Secretaria de Planificacion y accion para el Desarrollo (COPADE) de la Provincia de Neuquén.;Estado;;Organismo centralizado;Secretaria de Planificacion y accion para el Desarrollo (COPADE) de la Provincia de Neuquén.;Secretaria de Planificacion y accion para el Desarrollo (COPADE) de la Provincia de Neuquén.
2590;2590-1;1;Secretaría de Producción del Gobierno de Entre Ríos;Estado;Provincial;Gobierno provincial;Secretaría de Producción del Gobierno de Entre Ríos;Entre Ríos (Producción)
2591;2591-1;1;Secretaría de Sistema Agropecuario, Agroalimentos y Biocombustibles;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Santa Fe (Agro y Bio)
2592;2592-1;1;Secretaría de Turismo de Catamarca;Estado;Provincial;Gobierno provincial;Provincia de Catamarca;Catamarca (Turismo)
2593;2593-1;1;Secretaría de Turismo de la Municipalidad de Tornquist;Estado;Municipal;Municipio o comuna;Tornquist;Tornquist
2594;2594-1;1;Secretaría de Turismo de La Rioja;Estado;Provincial;Gobierno provincial;Provincia de La Rioja;La Rioja (Turismo)
2595;2595-1;1;Secretaría de Turismo de La Rioja;Estado;Provincial;Gobierno provincial;Provincia de La Rioja;La Rioja (Turismo)
2596;2596-1;1;Secretaría de Turismo de La Rioja;Estado;Provincial;Gobierno provincial;Provincia de La Rioja;La Rioja (Turismo)
2597;2597-1;1;Secretaría de Turismo de La Rioja;Estado;Provincial;Gobierno provincial;Provincia de La Rioja;La Rioja (Turismo)
2598;2598-1;1;Secretaría de Turismo de Mendoza;Estado;Provincial;Gobierno provincial;Provincia de Mendoza;Mendoza (Turismo)
2599;2599-1;1;Secretaría de Turismo- Municipalidad de San Martín de los Andes;Estado;Municipal;Municipio o comuna;San Martín de los Andes;San Martín de los Andes
2600;2600-1;1;Secretaría de Turismo y Cultura de la Provincia de Jujuy;Estado;Provincial;Gobierno provincial;Secretaría de Turismo y Cultura de la Provincia de Jujuy;Jujuy (Cultura y Turismo)
2601;2601-1;1;Secretaría de Vinculación Tecnológica y Producción Cultural - Universidad Nacional de Cuyo;Estado;Nacional;Universidad pública;UNCU;UNCU
2602;2602-1;1;SECRETARIA DE VITIVINICULTURA;Estado;Provincial;Gobierno provincial;SECRETARIA DE VITIVINICULTURA;Jujuy (Vitivinicultura)
2603;2603-1;1;SECRETARIA DE GANADERIA DE LA RIOJA;Estado;Provincial;Gobierno provincial;Provincia de La Rioja;La Rioja (Ganadería)
2604;2604-1;1;Secretaría del sistema metalmecanico, quimico, automoción y otras manufacturas del Ministerio de la Producción de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Santa Fe (Producción)
2605;2605-1;1;Secretaría General de Cultura y Extensión Universitaria - Nodo Audiovisual Tecnológico Sur - Universidad Nacional del Sur;Estado;Nacional;Universidad pública;UNS;UNS
2606;2606-1;1;Secretariado de enlace de Comunidades Autogestionarias (SEDECA);Comunidad;Asociación civil;Organización social;Secretariado de enlace de Comunidades Autogestionarias (SEDECA);Secretariado de enlace de Comunidades Autogestionarias (SEDECA)
2607;2607-3;5;Balanzas Hook SA;Privado;Empresa privada;SA;Balanzas Hook SA;Balanzas Hook SA
2607;2607-5;5;Cámara de Empresas Informáticas del Litoral (CEIL);Comunidad;Cámara;Cooperación empresaria o de productores;Cámara de Empresas Informáticas del Litoral;Cámara de Empresas Informáticas del Litoral (CEIL)
2607;2607-4;5;Gentec S.R.L;Privado;Empresa privada;SRL;Gentec S.R.L;Gentec S.R.L
2607;2607-1;5;Sensor Automatización Agrícola SA;Privado;Empresa privada;SA;Sensor Automatización Agrícola SA;Sensor Automatización Agrícola SA
2607;2607-2;5;Soluciones Integrales de Ingeniería y Desarrollo S.R.L. (SIID SRL);Privado;Empresa privada;SRL;Soluciones Integrales de Ingeniería y Desarrollo S.R.L. (SIID SRL);Soluciones Integrales de Ingeniería y Desarrollo S.R.L. (SIID SRL)
2608;2608-1;1;Serena Engranajes SRL;Privado;Empresa privada;SRL;Serena Engranajes SRL;Serena Engranajes SRL
2609;2609-1;1;Sergio Alberto Ochoa;Privado;Persona física;Persona física;Sergio Alberto Ochoa;Sergio Alberto Ochoa
2610;2610-1;1;Sergio Alfredo Nuñez;Privado;Persona física;Persona física;Sergio Alfredo Nuñez;Sergio Alfredo Nuñez
2611;2611-2;2;Eduardo Héctor Tejerina;Privado;Persona física;Persona física;Eduardo Héctor Tejerina;Eduardo Héctor Tejerina
2611;2611-1;2;Sergio Omar Rodriguez;Privado;Persona física;Persona física;Sergio Omar Rodriguez;Sergio Omar Rodriguez
2612;2612-1;1;Servicio de Agua y Mantenimiento Empresa del Estado Provincial (SAMEEP);Estado;Empresa estatal;Provincial;Servicio de Agua y Mantenimiento Empresa del Estado Provincial (SAMEEP);Servicio de Agua y Mantenimiento Empresa del Estado Provincial (SAMEEP)
2613;2613-1;1;Servicio Geologico Minera Argentino;Estado;Nacional;Organismo CyT público;Servicio Geológico Minero;Servicio Geológico Minero
2614;2614-1;1;Servicio Penitenciario de la Provincia de Corrientes;Estado;Provincial;Gobierno provincial;Provincia de Corrientes;Corrientes (Servicio Penitenciario)
2615;2615-1;1;Servicio Salud Investiga- Programa Epidemiología- Ministerio de Salud de la Provincia de San Luis;Estado;;Organismo centralizado;Servicio Salud Investiga- Programa Epidemiología- Ministerio de Salud de la Provincia de San Luis;Servicio Salud Investiga- Programa Epidemiología- Ministerio de Salud de la Provincia de San Luis
2616;2616-1;1;SERVICIOS AMBIENTALES SA;Privado;Empresa privada;SA;SERVICIOS AMBIENTALES SA;SERVICIOS AMBIENTALES SA
2617;2617-1;1;SERVICIOS MEDICOS EL CASTAÑO SA;Privado;Empresa privada;SA;SERVICIOS MEDICOS EL CASTAÑO SA;SERVICIOS MEDICOS EL CASTAÑO SA
2618;2618-1;1;Servicios turísticos Chuqui- Cué;Comunidad;?;Asociación turística;Servicios turísticos Chuqui- Cué;Servicios turísticos Chuqui- Cué
2619;2619-2;4;Centro de Diagnóstico Molecular SA;Privado;Empresa privada;SA;Centro de Diagnóstico Molecular SA;Centro de Diagnóstico Molecular SA
2619;2619-1;4;Sidus SA;Privado;Empresa privada;SA;Sidus SA;Sidus SA
2619;2619-4;4;Universidad de Buenos Aires;Estado;Nacional;Universidad pública;UBA;UBA
2619;2619-3;4;Universidad Nacional de La Plata;Estado;Nacional;Universidad pública;UNLP;UNLP
2620;2620-1;1;Silvia Liliana Arce;Privado;Persona física;Persona física;Silvia Liliana Arce;Silvia Liliana Arce
2621;2621-1;1;Silvia Liliana Velo;Privado;Persona física;Persona física;Silvia Liliana Velo;Silvia Liliana Velo
2622;2622-1;1;Silvina Norma Guerrero;Privado;Persona física;Persona física;Silvina Norma Guerrero;Silvina Norma Guerrero
2623;2623-1;1;Silvina Ovelar;Privado;Persona física;Persona física;Silvina Ovelar;Silvina Ovelar
2624;2624-1;1;Silvio Luis Duje;Privado;Persona física;Persona física;Silvio Luis Duje;Silvio Luis Duje
2625;2625-1;1;Sindicato de Obreros Ladrilleros de Tucumán;Comunidad;?;Sindicato;Sindicato de Obreros Ladrilleros de Tucumán;Sindicato de Obreros Ladrilleros de Tucumán
2626;2626-1;1;SinRett Argentina;Comunidad;?;Organización vinculada a salud o discapacidad;SinRett Argentina;SinRett Argentina
2627;2627-1;1;Sipel SRL;Privado;Empresa privada;SRL;Sipel SRL;Sipel SRL
2628;2628-1;1;Sistema de Evaluación, Registro y Fiscalización de la Investigación en Salud;Estado;?;Organismo estatal;Sistema de Evaluación, Registro y Fiscalización de la Investigación en Salud;Sistema de Evaluación, Registro y Fiscalización de la Investigación en Salud
2629;2629-1;1;Sistema Integrado de Emergencias Neuquinas del Ministerio de Salud de la Provincia de Neuquén;Estado;Provincial;Organismo estatal;Provincia de Neuquén;Provincia de Neuquén
2630;2630-1;1;Sistema Provincial de Salud (SIPROSA);Estado;Provincial;Gobierno provincial;Provincia de Tucumán;Tucumán (Salud)
2631;2631-1;1;Sixma SRL;Privado;Empresa privada;SRL;Sixma SRL;Sixma SRL
2632;2632-1;1;Sociedad Argentina de Pediatría  Filial Río Uruguay;Comunidad;?;Asociación científica o profesional;Sociedad Argentina de Pediatría  Filial Río Uruguay;Sociedad Argentina de Pediatría  Filial Río Uruguay
2633;2633-1;1;Sociedad Colectiva Avenida 66;Comunidad;;;Sociedad Colectiva Avenida 66;Sociedad Colectiva Avenida 66
2634;2634-1;1;Sociedad Cosmopolita de Socorros Mutuos de Escobar;Comunidad;;;Sociedad Cosmopolita de Socorros Mutuos de Escobar;Sociedad Cosmopolita de Socorros Mutuos de Escobar
2635;2635-3;3;ALBERTO ANTONIO SCHEIFLER;Privado;Persona física;Persona física;ALBERTO ANTONIO SCHEIFLER;ALBERTO ANTONIO SCHEIFLER
2635;2635-2;3;Fernandez Norma Beatriz;Privado;Persona física;Persona física;Fernandez Norma Beatriz;Fernandez Norma Beatriz
2635;2635-1;3;Sociedad De Hecho LAGO EPUYÉN;Privado;Empresa privada;SH;Sociedad De Hecho LAGO EPUYÉN;Sociedad De Hecho LAGO EPUYÉN
2636;2636-1;1;Sociedad de Hecho Todo Amor;Privado;Empresa privada;Sociedad de hecho;Sociedad de Hecho Todo Amor;Sociedad de Hecho Todo Amor
2637;2637-1;1;Sociedad Rural de Esquel;Comunidad;?;Cooperación empresaria o de productores;Sociedad Rural de Esquel;Sociedad Rural de Esquel
2638;2638-1;2;Sociedad Rural de La Rioja;Comunidad;?;Cooperación empresaria o de productores;Sociedad Rural de La Rioja;Sociedad Rural de La Rioja
2638;2638-2;2;Sociedad Rural del Sur Riojano;Comunidad;?;Cooperación empresaria o de productores;Sociedad Rural del Sur Riojano;Sociedad Rural del Sur Riojano
2639;2639-1;1;Sociedad Rural de las Lomitas;Comunidad;?;Cooperación empresaria o de productores;Sociedad Rural de las Lomitas;Sociedad Rural de las Lomitas
2640;2640-1;1;Sociedad Rural de Puerto Deseado;Comunidad;?;Cooperación empresaria o de productores;Sociedad Rural de Puerto Deseado;Sociedad Rural de Puerto Deseado
2641;2641-1;1;Sociedad Rural del Sur Riojano;Comunidad;?;Cooperación empresaria o de productores;Sociedad Rural del Sur Riojano;Sociedad Rural del Sur Riojano
2642;2642-1;1;Sociedad Rural Valle del Chubut;Comunidad;?;Cooperación empresaria o de productores;Sociedad Rural Valle del Chubut;Sociedad Rural Valle del Chubut
2643;2643-1;1;Sol Puntano SAPEM;Estado;Empresa estatal;SAPEM;Sol Puntano SAPEM;Sol Puntano SAPEM
2644;2644-1;1;Soluciones Constructivas SA;Privado;Empresa privada;SA;Soluciones Constructivas SA;Soluciones Constructivas SA
2645;2645-1;1;STELLA MARIS NAUTICA SRL;Privado;Empresa privada;SRL;STELLA MARIS NAUTICA SRL;STELLA MARIS NAUTICA SRL
2646;2646-1;1;Subsecretaría de Agricultura Familiar;Estado;Provincial;Gobierno provincial;Provincia de Santiago del Estero;Santiago del Estero (Agricultura Familiar)
2647;2647-1;1;Subsecretaría de Asuntos Agrarios y Alimenticios de la Provincia de Tucumán;Estado;Provincial;Gobierno provincial;Subsecretaría de Asuntos Agrarios y Alimenticios de la Provincia de Tucumán;Tucumán (Asuntos Agrarios y Alimentos)
2648;2648-1;1;Subsecretaría de Asuntos Agrarios y Alimentos - Dirección de Ganadería de la Provincia de Tucumán;Estado;Provincial;Gobierno provincial;Subsecretaría de Asuntos Agrarios y Alimentos - Dirección de Ganadería de la Provincia de Tucumán;Tucumán (Asuntos Agrarios y Alimentos)
2649;2649-1;1;Subsecretaría de atención primaria y salud ambiental del Ministerio de Salud publica de Misiones;Estado;Provincial;Gobierno provincial;Subsecretaría de atención primaria y salud ambiental del Ministerio de Salud publica de Misiones;Subsecretaría de atención primaria y salud ambiental del Ministerio de Salud publica de Misiones
2650;2650-1;1;Subsecretaría de Bosques y Forestación de la Provincia de Msiones;Estado;Provincial;Gobierno provincial;Subsecretaría de Bosques y Forestación de la Provincia de Msiones;Subsecretaría de Bosques y Forestación de la Provincia de Msiones
2651;2651-1;1;Subsecretaria de Ciencia y Tecnología;Estado;Provincial;Autoridad CyT;Provincia de Catamarca;Autoridad CyT (Provincia de Catamarca)
2652;2652-1;1;Subsecretaria de Ciencia y Tecnología;Estado;Provincial;Autoridad CyT;Provincia de Catamarca;Autoridad CyT (Provincia de Catamarca)
2653;2653-1;1;Subsecretaria de Ciencia y Tecnología;Estado;Provincial;Autoridad CyT;Provincia de Salta;Autoridad CyT (Provincia de Salta)
2654;2654-1;1;Subsecretaría de Ciencia y Tecnología de la Provincia de Catamarca;Estado;Provincial;Gobierno provincial;Provincia de Catamarca;Catamarca (Ciencia y Tecnología)
2655;2655-1;1;Subsecretaría de Ciencia y Tecnología de la Provincia de Catamarca;Estado;Provincial;Gobierno provincial;Provincia de Catamarca;Catamarca (Ciencia y Tecnología)
2656;2656-1;1;Subsecretaría de Ciencia y Tecnología del Ministerio de Educacion, Cultura, Ciencia y Tecnologia de la Provincia de Salta;Estado;Provincial;Autoridad CyT;Provincia de Salta;Autoridad CyT (Provincia de Salta)
2657;2657-1;1;Subsecretaria de Ciencia, Tecnologia e Innovación - Ministerio de Producción, Ciencia e Innovación Tecnologica;Estado;Provincial;Autoridad CyT;Provincia de Buenos Aires;Autoridad CyT (Provincia de Buenos Aires)
2658;2658-1;1;Subsecretaría de Ciencia, Tecnología e Innovación del Ministerio de Producción, Ciencia e Innovación Tecnológica de la Provincia de Buenos Aires;Estado;Provincial;Autoridad CyT;Provincia de Buenos Aires;Autoridad CyT (Provincia de Buenos Aires)
2659;2659-1;1;Subsecretaria De Comercio Interior Y Defensa Del Consumidor- Ministerio De Trabajo, Empleo E Industria;Estado;Provincial;Gobierno provincial;Provincia de La Rioja;La Rioja (Trabajo, Empleo e Industria)
2660;2660-5;5;Asociación Civil Vitivinícola de las Zonas Frías;Comunidad;Asociación Civil;Cooperación empresaria o de productores;Asociación Civil Vitivinícola de las Zonas Frías;Asociación Civil Vitivinícola de las Zonas Frías
2660;2660-3;5;INTA;Estado;Nacional;Organismo CyT público;INTA;INTA
2660;2660-4;5;CREAR;Estado;Provincial;Asociación de apoyo empresario/productivo;Provincia de Río Negro;Río Negro (Agencia de Desarrollo Económico)
2660;2660-1;5;Subsecretaría de Desarrollo Económico;Estado;Provincial;Gobierno provincial;Provincia de Río Negro;Río Negro (Desarrollo Económico)
2660;2660-2;5;Universidad Nacional del Comahue;Estado;Nacional;Universidad pública;UNCO;UNCO
2661;2661-1;1;Subsecretaría de Desarrollo Económico del Gobierno de la Ciudad de Buenos Aires;Estado;Provincial;Ciudad autónoma;CABA;CABA (Desarrollo económico)
2662;2662-1;1;Subsecretaría de Desarrollo Económico del Ministerio de Economia de Hacienda y Finanzas de la Provincia;Estado;Provincial;Gobierno provincial;Provincia de Formosa;Formosa (Economía, Hacienda y Finanzas)
2663;2663-1;1;Subsecretaría de Educación del Neuquén;Estado;Provincial;Gobierno provincial;Provincia de Neuquén;Neuquén (Educación)
2664;2664-1;1;Subsecretaría de Industria y Comercio;Estado;;Organismo centralizado;Subsecretaría de Industria y Comercio;Subsecretaría de Industria y Comercio
2665;2665-1;1;Subsecretaría de Industria y Comercio;Estado;;Organismo centralizado;Subsecretaría de Industria y Comercio;Subsecretaría de Industria y Comercio
2666;2666-1;1;Subsecretaría de Industria, Comercio y Mineria del Ministerio de la Producción de la Provincia de Buenos Aires;Estado;Provincial;Gobierno provincial;Provincia de Buenos Aires;PBA (Producción)
2667;2667-1;1;SUBSECRETARIA DE INNOVACION TECNOLOGICA;Estado;Provincial;Autoridad CyT;Provincia de Chaco;Autoridad CyT (Provincia de Chaco)
2668;2668-1;1;Subsecretaría de Pesca y Actividades de la Provincia de Santa Cruz;Estado;Provincial;Gobierno provincial;Provincia de Santa Cruz;Santa Cruz (Pesca y Actividades)
2669;2669-1;1;Subsecretaría de Pesca y Actividades de la Provincia de Santa Cruz;Estado;Provincial;Gobierno provincial;Provincia de Santa Cruz;Santa Cruz (Pesca y Actividades)
2670;2670-1;1;Subsecretaría de Planeamiento del Ministerio de la Producción de la Provincia de Tierra del Fuego, Antartida e Islas del Atlantico Sur;Estado;Provincial;Gobierno provincial;Provincia de Tierra Del Fuego;Tierra del Fuego (Producción)
2671;2671-1;1;Subsecretaría de Planificación de la Provincia de Catamarca;Estado;Provincial;Gobierno provincial;Provincia de Catamarca;Camarca (Planificación)
2672;2672-1;1;Subsecretaría de Planificación de Salud de Buenos Aires;Estado;Provincial;Gobierno provincial;Provincia de Buenos Aires;PBA (Salud)
2673;2673-1;1;SUBSECRETARÍA DE PLANIFICACIÓN DEL SISTEMA EDUCATIVO, CIENCIA Y TECNOLOGÍA;Estado;Provincial;Autoridad CyT;Provincia de Chaco;Autoridad CyT (Provincia de Chaco)
2674;2674-1;1;Subsecretaría de Planificación Educativa, Ciencia y Tecnología del Ministerio de Educación, Cultura, Ciencia y Tecnología de la Provincia de Chaco;Estado;Provincial;Autoridad CyT;Provincia de Chaco;Autoridad CyT (Provincia de Chaco)
2675;2675-1;1;Subsecretaría de Planificación Educativa, Ciencia y Tecnología del Ministerio de Educación, Cultura, Ciencia y Tecnología de la Provincia de Chaco;Estado;Provincial;Autoridad CyT;Provincia de Chaco;Autoridad CyT (Provincia de Chaco)
