Identidades;identidad;nentidad;entidad;tipo1;tipo2;tipo3;tipo4;tipo5;tipoentidad;Idproyecto;año;fondo;instrumento;provincia;titulo;areatematicanormalizada;montorealxproyecto;montorealxpentidad;pentidad
1;0001-1;2;Agro Green Argentina S.R.L;Privado;Empresa privada;SRL;Agro Green Argentina S.R.L;Agro Green Argentina S.R.L;beneficiario;920;2010;COFECyT;ESPRO ;ENTRE RÍOS;Matadero Transportable para Faena de Pequeños Animales;Desarrollo productivo regional; $ 644,976 ; $ 214,992 ;3
1;0001-2;2;PRO.CE.VI. Coop. Limitada;Comunidad;Cooperativa;Cooperativa de servicios;PRO.CE.VI. Coop. Limitada;PRO.CE.VI. Coop. Limitada;beneficiario;920;2010;COFECyT;ESPRO ;ENTRE RÍOS;Matadero Transportable para Faena de Pequeños Animales;Desarrollo productivo regional; $ 644,976 ; $ 214,992 ;3
2;0002-1;2;Asociación Civil Consorcio de Usuarios de Agua e Infraestructura para el Desarrollo Productivo de Alberdi;Comunidad;Asociación Civil;Asociación agraria;Asociación Civil Consorcio de Usuarios de Agua e Infraestructura para el Desarrollo Productivo de Alberdi;Asociación Civil Consorcio de Usuarios de Agua e Infraestructura para el Desarrollo Productivo de Alberdi;beneficiario;823;2010;COFECyT;ESPRO ;SANTIAGO DEL ESTERO;Laboratorio de programación y reprogramación embrionaria y fetal;Desarrollo productivo regional; $ 716,799 ; $ 238,933 ;3
2;0002-2;2;Frigorífico Forres – Beltrán S.A;Privado;Empresa privada;SA;Frigorífico Forres – Beltrán S.A;Frigorífico Forres – Beltrán S.A;beneficiario;823;2010;COFECyT;ESPRO ;SANTIAGO DEL ESTERO;Laboratorio de programación y reprogramación embrionaria y fetal;Desarrollo productivo regional; $ 716,799 ; $ 238,933 ;3
3;0003-1;2;Asociación De Padres De La Escuela De La Familia Agrícola Espíritu Santo;Comunidad;Asociación;Cooperadora escolar;Asociación De Padres De La Escuela De La Familia Agrícola Espíritu Santo;Asociación De Padres De La Escuela De La Familia Agrícola Espíritu Santo;beneficiario;850;2010;COFECyT;ESPRO ;MISIONES;Modelización del proceso de secado de hierbas naturales y obtención de las bases de diseño de un secadero controlado a escala piloto e industrial;Desarrollo productivo regional; $ 372,736 ; $ 124,245 ;3
3;0003-2;2;Asociación Civil Solidaria Santa Madre Paulina;Comunidad;Asociación Civil;Organización social;Asociación Civil Solidaria Santa Madre Paulina;Asociación Civil Solidaria Santa Madre Paulina;beneficiario;850;2010;COFECyT;ESPRO ;MISIONES;Modelización del proceso de secado de hierbas naturales y obtención de las bases de diseño de un secadero controlado a escala piloto e industrial;Desarrollo productivo regional; $ 372,736 ; $ 124,245 ;3
4;0004-1;4;Asociación de Productores de Arándanos de la Mesopotamia Argentina APAMA;Comunidad;?;Cooperación empresaria o de productores;Asociación de Productores de Arándanos de la Mesopotamia Argentina APAMA;Asociación de Productores de Arándanos de la Mesopotamia Argentina APAMA;beneficiario;770;2010;COFECyT;ESPRO ;ENTRE RÍOS;Tecnologías de precisión para la mejora de la producción y el aseguramiento de la calidad de la miel y de arándanos en la provincia de Entre Ríos;Desarrollo productivo regional; $ 645,120 ; $ 129,024 ;5
4;0004-2;4;Cooperativa Apícola de Paraná;Comunidad;Cooperativa;Cooperativa de trabajo;Cooperativa Apícola de Paraná;Cooperativa Apícola de Paraná;beneficiario;770;2010;COFECyT;ESPRO ;ENTRE RÍOS;Tecnologías de precisión para la mejora de la producción y el aseguramiento de la calidad de la miel y de arándanos en la provincia de Entre Ríos;Desarrollo productivo regional; $ 645,120 ; $ 129,024 ;5
4;0004-3;4;Cooperativa Apícola de Villa Elisa;Comunidad;Cooperativa;Cooperativa de trabajo;Cooperativa Apícola de Villa Elisa;Cooperativa Apícola de Villa Elisa;beneficiario;770;2010;COFECyT;ESPRO ;ENTRE RÍOS;Tecnologías de precisión para la mejora de la producción y el aseguramiento de la calidad de la miel y de arándanos en la provincia de Entre Ríos;Desarrollo productivo regional; $ 645,120 ; $ 129,024 ;5
4;0004-4;4;Cooperativa Apícola de Gualeguaychú;Comunidad;Cooperativa;Cooperativa de trabajo;Cooperativa Apícola de Gualeguaychú;Cooperativa Apícola de Gualeguaychú;beneficiario;770;2010;COFECyT;ESPRO ;ENTRE RÍOS;Tecnologías de precisión para la mejora de la producción y el aseguramiento de la calidad de la miel y de arándanos en la provincia de Entre Ríos;Desarrollo productivo regional; $ 645,120 ; $ 129,024 ;5
5;0005-1;2;BRUNO DE ALTO;Privado;Persona física;Persona física;BRUNO DE ALTO;BRUNO DE ALTO;beneficiario;1110;2016;COFECyT;VITEF ;CHUBUT;VITEF 2016 - CHUBUT ;Vinculación tecnológica; $ 40,266 ; $ 20,133 ;2
5;0005-2;2;FEDERICO MOREJON;Privado;Persona física;Persona física;FEDERICO MOREJON;FEDERICO MOREJON;beneficiario;1110;2016;COFECyT;VITEF ;CHUBUT;VITEF 2016 - CHUBUT ;Vinculación tecnológica; $ 40,266 ; $ 20,133 ;2
6;0006-1;3;Centro De Desarrollo e Innovación Tecnológica (CEDITEC);Estado;Provincial;Gobierno provincial;Provincia de Misiones;CEDIT (Agencia Misionera de Innovación);beneficiario;848;2007;COFECyT;ESPRO ;INTERPROVINCIAL;Fortalecimiento del Corredor Turístico Iberá- Yabotí;Desarrollo productivo regional; $ 487,672 ; $ 97,534 ;5
6;0006-2;3;Subsecretaría de Turismo de la Provincia de Corrientes;Estado;Provincial;Gobierno provincial;Provincia de Corrientes;Corrientes (Turismo);beneficiario;848;2007;COFECyT;ESPRO ;INTERPROVINCIAL;Fortalecimiento del Corredor Turístico Iberá- Yabotí;Desarrollo productivo regional; $ 487,672 ; $ 97,534 ;5
6;0006-3;3;Fundación Nuestro Ambiente (FUNA);Comunidad;Fundación;Organización ambiental;Fundación Nuestro Ambiente (FUNA);Fundación Nuestro Ambiente (FUNA);beneficiario;848;2007;COFECyT;ESPRO ;INTERPROVINCIAL;Fortalecimiento del Corredor Turístico Iberá- Yabotí;Desarrollo productivo regional; $ 487,672 ; $ 97,534 ;5
7;0007-1;3;Comisión Nacional de Energía Atómica (CNEA);Estado;Nacional;Organismo CyT público;CNEA;CNEA;beneficiario;3608;2022;FONARSEC;PE-TE;;Separación isotópica de litio para usos en tecnología nuclear de alto valor agregado;Energía; $ 1,870,786 ; $ 623,595 ;3
7;0007-2;3;INVAP SE;Estado;Empresa estatal;SE;INVAP;INVAP;beneficiario;3608;2022;FONARSEC;PE-TE;;Separación isotópica de litio para usos en tecnología nuclear de alto valor agregado;Energía; $ 1,870,786 ; $ 623,595 ;3
7;0007-3;3;Nucleoeléctrica Argentina SA;Estado;Empresa estatal;SA;Nucleoeléctrica Argentina SA;Nucleoeléctrica Argentina SA;beneficiario;3608;2022;FONARSEC;PE-TE;;Separación isotópica de litio para usos en tecnología nuclear de alto valor agregado;Energía; $ 1,870,786 ; $ 623,595 ;3
8;0008-1;3;Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET);Estado;Nacional;Organismo CyT público;CONICET;CONICET;beneficiario;3599;2022;FONARSEC;PE-TE;;Plataforma para la validación de procesos catalíticos, agregando valor a la cadena oleoquímica: Oportunidad de utilizar Glicerol como materia prima para una Biorrefinería;Energía; $ 1,558,989 ; $ 519,663 ;3
8;0008-2;3;Varteco Química Puntana SA;Privado;Empresa privada;SA;Varteco Química Puntana SA;Varteco Química Puntana SA;beneficiario;3599;2022;FONARSEC;PE-TE;;Plataforma para la validación de procesos catalíticos, agregando valor a la cadena oleoquímica: Oportunidad de utilizar Glicerol como materia prima para una Biorrefinería;Energía; $ 1,558,989 ; $ 519,663 ;3
8;0008-3;3;Santa Fe Gas y Energías Renovables SAPEM (ENERFE);Estado;Empresa estatal;SAPEM;Santa Fe Gas y Energías Renovables SAPEM (ENERFE);Santa Fe Gas y Energías Renovables SAPEM (ENERFE);beneficiario;3599;2022;FONARSEC;PE-TE;;Plataforma para la validación de procesos catalíticos, agregando valor a la cadena oleoquímica: Oportunidad de utilizar Glicerol como materia prima para una Biorrefinería;Energía; $ 1,558,989 ; $ 519,663 ;3
9;0009-1;2;Consejo Nacional de Investigaciones Científicas y Tecnológicas;Estado;Nacional;Organismo CyT público;CONICET;CONICET;beneficiario;3430;2012;FONARSEC;FS NANO;;Desarrollo de Nanoproductos para la Industria Petrolera;Nanotecnología; $ 17,622,984 ; $ 8,811,492 ;2
9;0009-2;2;YPF SA;Estado;Empresa estatal;SAPEM;YPF;YPF;beneficiario;3430;2012;FONARSEC;FS NANO;;Desarrollo de Nanoproductos para la Industria Petrolera;Nanotecnología; $ 17,622,984 ; $ 8,811,492 ;2
10;0010-1;2;Cooperativa Agrícola Los Colonos Ltda.;Comunidad;Cooperativa;Cooperativa agraria;Cooperativa Agrícola Los Colonos Ltda.;Cooperativa Agrícola Los Colonos Ltda.;beneficiario;851;2012;COFECyT;ESPRO ;MISIONES;Aumento de la competitividad mediante el desarrollo de una procesadora de biomasa a partir de residuos de la industria forestal;Desarrollo productivo regional; $ 426,363 ; $ 142,121 ;3
10;0010-1;2;Cooperativa Agrícola Los Colonos Ltda.;Comunidad;Cooperativa;Cooperativa agraria;Cooperativa Agrícola Los Colonos Ltda.;Cooperativa Agrícola Los Colonos Ltda.;beneficiario;906;2010;COFECyT;ESPRO ;MISIONES;Aumento de la Competitividad del Sector Tealero Mediante la Utilización de la Biomasa para la Generación de Energía Térmica en el Proceso de Secado del TÉ;Desarrollo productivo regional; $ 430,080 ; $ 143,360 ;3
10;0010-2;2;Te Kairiyama y Cia SRL;Privado;Empresa privada;SRL;Te Kairiyama y Cia SRL;Te Kairiyama y Cia SRL;beneficiario;851;2012;COFECyT;ESPRO ;MISIONES;Aumento de la competitividad mediante el desarrollo de una procesadora de biomasa a partir de residuos de la industria forestal;Desarrollo productivo regional; $ 426,363 ; $ 142,121 ;3
10;0010-2;2;Te Kairiyama y Cia SRL;Privado;Empresa privada;SRL;Te Kairiyama y Cia SRL;Te Kairiyama y Cia SRL;beneficiario;906;2010;COFECyT;ESPRO ;MISIONES;Aumento de la Competitividad del Sector Tealero Mediante la Utilización de la Biomasa para la Generación de Energía Térmica en el Proceso de Secado del TÉ;Desarrollo productivo regional; $ 430,080 ; $ 143,360 ;3
11;0011-1;2;Cooperativa Agropecuaria y de Electricidad Monte Caseros Ltda.;Comunidad;Cooperativa;Cooperativa de trabajo;Cooperativa Agropecuaria y de Electricidad Monte Caseros Ltda.;Cooperativa Agropecuaria y de Electricidad Monte Caseros Ltda.;beneficiario;905;2010;COFECyT;ESPRO ;CORRIENTES;Sistema de gestión integral para la cadena apícola;Desarrollo productivo regional; $ 1,290,239 ; $ 430,080 ;3
11;0011-2;2;Ministerio de Producción, Trabajo y Turismo de la Provincia de Corrientes;Estado;Provincial;Gobierno provincial;Provincia de Corrientes;Corrientes (Producción, Trabajo y Turismo);beneficiario;905;2010;COFECyT;ESPRO ;CORRIENTES;Sistema de gestión integral para la cadena apícola;Desarrollo productivo regional; $ 1,290,239 ; $ 430,080 ;3
12;0012-1;2;Cooperativa Apícola Patagónica;Comunidad;Cooperativa;Cooperativa agraria;Cooperativa Apícola Patagónica;Cooperativa Apícola Patagónica;beneficiario;788;2010;COFECyT;ESPRO ;LA PAMPA;Sistema integral de gestión, trazabilidad y calidad para apicultura;Desarrollo productivo regional; $ 751,206 ; $ 250,402 ;3
12;0012-2;2;Cabaña Apícola UDEP de la Fundación Facultad de Ciencias Veterinarias UNLPam;Comunidad;Fundación;Asociación de apoyo a institución pública;Cabaña Apícola UDEP de la Fundación Facultad de Ciencias Veterinarias UNLPam;Cabaña Apícola UDEP de la Fundación Facultad de Ciencias Veterinarias UNLPam;beneficiario;788;2010;COFECyT;ESPRO ;LA PAMPA;Sistema integral de gestión, trazabilidad y calidad para apicultura;Desarrollo productivo regional; $ 751,206 ; $ 250,402 ;3
13;0013-1;2;Cooperativa de Industrialización y Comercialización Apícola Colmenas Australes Ltda. (Picún Leufu);Comunidad;Cooperativa;Cooperativa agraria;Cooperativa de Industrialización y Comercialización Apícola Colmenas Australes Ltda. (Picún Leufu);Cooperativa de Industrialización y Comercialización Apícola Colmenas Australes Ltda. (Picún Leufu);beneficiario;808;2008;COFECyT;ESPRO ;NEUQUÉN;Inserción en el mercado de las Mieles Diferenciales Neuquinas;Desarrollo productivo regional; $ 300,000 ; $ 100,000 ;3
13;0013-2;2;Cooperativa Apícola Granjera de Comercialización, Industrialización, Provisión y Consumo Patagonia Andina Ltda. (San Martin de los Andes);Comunidad;Cooperativa;Cooperativa agraria;Cooperativa Apícola Granjera de Comercialización, Industrialización, Provisión y Consumo Patagonia Andina Ltda. (San Martin de los Andes);Cooperativa Apícola Granjera de Comercialización, Industrialización, Provisión y Consumo Patagonia Andina Ltda. (San Martin de los Andes);beneficiario;808;2008;COFECyT;ESPRO ;NEUQUÉN;Inserción en el mercado de las Mieles Diferenciales Neuquinas;Desarrollo productivo regional; $ 300,000 ; $ 100,000 ;3
14;0014-1;3;Cooperativa de Provisión de Obras y Servicios Públicos Limitada de Armstrong (CELAR);Comunidad;Cooperativa;Cooperativa de servicios públicos;Cooperativa de Provisión de Obras y Servicios Públicos Limitada de Armstrong (CELAR);Cooperativa de Provisión de Obras y Servicios Públicos Limitada de Armstrong (CELAR);beneficiario;3607;2022;FONARSEC;PE-TE;;Gestión de la energía mediante integración a la red de baterías de litio, experiencia piloto en la Cooperativa de Armstrong;Energía; $ 771,076 ; $ 257,025 ;3
14;0014-2;3;Universidad Tecnológica Nacional (UTN);Estado;Nacional;Universidad pública;UTN;UTN;beneficiario;3607;2022;FONARSEC;PE-TE;;Gestión de la energía mediante integración a la red de baterías de litio, experiencia piloto en la Cooperativa de Armstrong;Energía; $ 771,076 ; $ 257,025 ;3
14;0014-3;3;Universidad Nacional de General San Martín (UNSAM);Estado;Nacional;Universidad pública;UNSAM;UNSAM;beneficiario;3607;2022;FONARSEC;PE-TE;;Gestión de la energía mediante integración a la red de baterías de litio, experiencia piloto en la Cooperativa de Armstrong;Energía; $ 771,076 ; $ 257,025 ;3
15;0015-1;2;Cooperativa de Provisión para Productores Forestales Ltda Lago Kami;Comunidad;Cooperativa;Cooperativa de servicios;Cooperativa de Provisión para Productores Forestales Ltda Lago Kami;Cooperativa de Provisión para Productores Forestales Ltda Lago Kami;beneficiario;931;2009;COFECyT;ESPRO ;TIERRA DEL FUEGO;Fortalecimiento de la cadena de valor forestal de Tierra del Fuego a partir de la innovación tecnológica y organizacional, bajo un marco de gestión pública y privada;Desarrollo productivo regional; $ 851,118 ; $ 283,706 ;3
15;0015-2;2;Cooperativa de Provisión para Carpinteros y afines Ltda.COOP CARP;Comunidad;Cooperativa;Cooperativa de servicios;Cooperativa de Provisión para Carpinteros y afines Ltda.COOP CARP;Cooperativa de Provisión para Carpinteros y afines Ltda.COOP CARP;beneficiario;931;2009;COFECyT;ESPRO ;TIERRA DEL FUEGO;Fortalecimiento de la cadena de valor forestal de Tierra del Fuego a partir de la innovación tecnológica y organizacional, bajo un marco de gestión pública y privada;Desarrollo productivo regional; $ 851,118 ; $ 283,706 ;3
16;0016-1;2;ERICA BELEN DOPAZO;Privado;Persona física;Persona física;ERICA BELEN DOPAZO;ERICA BELEN DOPAZO;beneficiario;1127;2016;COFECyT;VITEF ;SANTA FE;VITEF 2016 - SANTA FE ;Vinculación tecnológica; $ 40,266 ; $ 20,133 ;2
16;0016-2;2;ANABELA STRINGHINI;Privado;Persona física;Persona física;ANABELA STRINGHINI;ANABELA STRINGHINI;beneficiario;1127;2016;COFECyT;VITEF ;SANTA FE;VITEF 2016 - SANTA FE ;Vinculación tecnológica; $ 40,266 ; $ 20,133 ;2
17;0017-1;2;Estancia La Invernada Sociedad Anónima;Privado;Empresa privada;SA;Estancia La Invernada Sociedad Anónima;Estancia La Invernada Sociedad Anónima;beneficiario;832;2012;COFECyT;ESPRO ;SAN LUIS;Aumento de la producción de granos y disminución de la erosión hídrica en la cuenca de la Petra San Luis a través de la incorporación de terrazas paralelas de absorción con canales de desagüe empastados;Desarrollo productivo regional; $ 994,846 ; $ 331,615 ;3
17;0017-2;2;Agropecuaria San Jose Sociedad Anónima;Privado;Empresa privada;SA;Agropecuaria San Jose Sociedad Anónima;Agropecuaria San Jose Sociedad Anónima;beneficiario;832;2012;COFECyT;ESPRO ;SAN LUIS;Aumento de la producción de granos y disminución de la erosión hídrica en la cuenca de la Petra San Luis a través de la incorporación de terrazas paralelas de absorción con canales de desagüe empastados;Desarrollo productivo regional; $ 994,846 ; $ 331,615 ;3
18;0018-1;2;FATIMA ELIZABETH SORIA;Privado;Persona física;Persona física;FATIMA ELIZABETH SORIA;FATIMA ELIZABETH SORIA;beneficiario;1122;2016;COFECyT;VITEF ;SALTA;VITEF 2016 - SALTA ;Vinculación tecnológica; $ 40,266 ; $ 20,133 ;2
18;0018-2;2;ANA GABRIELA GONZALEZ;Privado;Persona física;Persona física;ANA GABRIELA GONZALEZ;ANA GABRIELA GONZALEZ;beneficiario;1122;2016;COFECyT;VITEF ;SALTA;VITEF 2016 - SALTA ;Vinculación tecnológica; $ 40,266 ; $ 20,133 ;2
19;0019-1;2;Federación de Productores de Fruta de Rio Negro y Neuquen;Comunidad;Federación;Cooperación empresaria o de productores;Federación de Productores de Fruta de Río Negro y Neuquén;Federación de Productores de Fruta de Río Negro y Neuquén;beneficiario;825;2008;COFECyT;ESPRO ;RÍO NEGRO;Desarrollo y transferencia de alternativas tecnologicas para prevención y control de daño por sol en frutos de manzana.;Desarrollo productivo regional; $ 299,806 ; $ 99,935 ;3
19;0019-2;2;Cámara Argentina de Fruticultores Integrados (CAFI);Comunidad;Cámara;Cooperación empresaria o de productores;Cámara Argentina de Fruticultores Integrados - CAFI;Cámara Argentina de Fruticultores Integrados (CAFI);beneficiario;825;2008;COFECyT;ESPRO ;RÍO NEGRO;Desarrollo y transferencia de alternativas tecnologicas para prevención y control de daño por sol en frutos de manzana.;Desarrollo productivo regional; $ 299,806 ; $ 99,935 ;3
20;0020-1;2;Federación Económica de San Juan;Comunidad;?;Cooperación empresaria o de productores;Federación Económica de San Juan;Federación Económica de San Juan;beneficiario;996;2009;COFECyT;ESPRO ;SAN JUAN;Denominacion de origen protegida del aceite de oliva virgen;Desarrollo productivo regional; $ 499,317 ; $ 166,439 ;3
20;0020-2;2;Instituto de Investigaciones Tecnológicas de la provincia de San Juan;Estado;Provincial;Organismo CyT público;Provincia de San Juan;Instituto de Investigaciones Tecnológicas de la provincia de San Juan;beneficiario;996;2009;COFECyT;ESPRO ;SAN JUAN;Denominacion de origen protegida del aceite de oliva virgen;Desarrollo productivo regional; $ 499,317 ; $ 166,439 ;3
21;0021-1;2;FEDERICO MARTINAT;Privado;Persona física;Persona física;FEDERICO MARTINAT;FEDERICO MARTINAT;beneficiario;1111;2016;COFECyT;VITEF ;CÓRDOBA;VITEF 2016 - CORDOBA ;Vinculación tecnológica; $ 40,266 ; $ 20,133 ;2
21;0021-2;2;SILVINA BEATRIZ PEDANO;Privado;Persona física;Persona física;SILVINA BEATRIZ PEDANO;SILVINA BEATRIZ PEDANO;beneficiario;1111;2016;COFECyT;VITEF ;CÓRDOBA;VITEF 2016 - CORDOBA ;Vinculación tecnológica; $ 40,266 ; $ 20,133 ;2
22;0022-1;2;Fuhrman SA;Privado;Empresa privada;SA;Fuhrman SA;Fuhrman SA;beneficiario;888;2009;COFECyT;ESPRO ;CHUBUT;Recuperación de la lanolina para la industria cosmética como subproducto del lavado de la lana;Desarrollo productivo regional; $ 429,156 ; $ 143,052 ;3
22;0022-2;2;Peinaduría Río Chubut SA;Privado;Empresa privada;SA;Peinaduría Río Chubut SA;Peinaduría Río Chubut SA;beneficiario;888;2009;COFECyT;ESPRO ;CHUBUT;Recuperación de la lanolina para la industria cosmética como subproducto del lavado de la lana;Desarrollo productivo regional; $ 429,156 ; $ 143,052 ;3
23;0023-1;3;Fundación Castellanos;Comunidad;Fundación;Asociación de apoyo empresario/productivo;Fundación Castellanos;Fundación Castellanos;beneficiario;840;2007;COFECyT;ESPRO ;INTERPROVINCIAL;Fortalecimiento del sistema sanitario del sector ganadero bovino para carne de las Provincias de Santa Fe y Santiago del Estero;Desarrollo productivo regional; $ 443,447 ; $ 88,689 ;5
23;0023-2;3;Fundación Las Colonias;Comunidad;Fundación;Asociación de apoyo empresario/productivo;Fundación Las Colonias;Fundación Las Colonias;beneficiario;840;2007;COFECyT;ESPRO ;INTERPROVINCIAL;Fortalecimiento del sistema sanitario del sector ganadero bovino para carne de las Provincias de Santa Fe y Santiago del Estero;Desarrollo productivo regional; $ 443,447 ; $ 88,689 ;5
23;0023-3;3;Fundación Rivadaviense para la Sanidad Animal;Comunidad;Fundación;Asociación de apoyo empresario/productivo;Fundación Rivadaviense para la Sanidad Animal;Fundación Rivadaviense para la Sanidad Animal;beneficiario;840;2007;COFECyT;ESPRO ;INTERPROVINCIAL;Fortalecimiento del sistema sanitario del sector ganadero bovino para carne de las Provincias de Santa Fe y Santiago del Estero;Desarrollo productivo regional; $ 443,447 ; $ 88,689 ;5
24;0024-1;2;Instituto Nacional de Tecnología Industrial (INTI);Estado;Nacional;Organismo CyT público;INTI;INTI;beneficiario;3600;2022;FONARSEC;PE-TE;;Centro Nacional de Baterías de Litio para el Almacenamiento de Energías Renovables y Soluciones de Movilidad (CENBLIT);Energía; $ 2,338,483 ; $ 1,169,241 ;2
24;0024-2;2;Asociación de Industriales Metalúrgicos de la República Argentina (ADIMRA);Comunidad;Cámara empresarial;Cooperación empresaria o de productores;Asociacion de Industriales Metalúrgicos de la Republica de la Argentina;Asociacion de Industriales Metalúrgicos de la Republica de la Argentina;beneficiario;3600;2022;FONARSEC;PE-TE;;Centro Nacional de Baterías de Litio para el Almacenamiento de Energías Renovables y Soluciones de Movilidad (CENBLIT);Energía; $ 2,338,483 ; $ 1,169,241 ;2
25;0025-1;2;JOAQUIN PREDILAILO;Privado;Persona física;Persona física;JOAQUIN PREDILAILO;JOAQUIN PREDILAILO;beneficiario;1109;2016;COFECyT;VITEF ;CHACO;VITEF 2016 - CHACO;Vinculación tecnológica; $ 40,266 ; $ 20,133 ;2
25;0025-2;2;MATIAS IBARRA;Privado;Persona física;Persona física;MATIAS IBARRA;MATIAS IBARRA;beneficiario;1109;2016;COFECyT;VITEF ;CHACO;VITEF 2016 - CHACO;Vinculación tecnológica; $ 40,266 ; $ 20,133 ;2
26;0026-1;2;LEANDRO MARTIN FERRON;Privado;Persona física;Persona física;LEANDRO MARTIN FERRON;LEANDRO MARTIN FERRON;beneficiario;1118;2016;COFECyT;VITEF ;MENDOZA;VITEF 2016 - MENDOZA ;Vinculación tecnológica; $ 40,266 ; $ 20,133 ;2
26;0026-2;2;DANIA JULIETA BONADEO;Privado;Persona física;Persona física;DANIA JULIETA BONADEO;DANIA JULIETA BONADEO;beneficiario;1118;2016;COFECyT;VITEF ;MENDOZA;VITEF 2016 - MENDOZA ;Vinculación tecnológica; $ 40,266 ; $ 20,133 ;2
27;0027-1;3;Ledesma S.A.A.I.;Privado;Empresa privada;SA;Ledesma SAAI;Ledesma SAAI;beneficiario;829;2007;COFECyT;ESPRO ;INTERPROVINCIAL;Desarrollo de alternativas para el manejo de efluentes en la producción de bioetanol en el NOA (conjunto entre Jujuy y Salta).;Desarrollo productivo regional; $ 739,027 ; $ 147,805 ;5
27;0027-2;3;Ingenio y Refinería San Martin del Tabacal S.R.L.;Privado;Empresa privada;SRL;Ingenio y Refinería San Martin del Tabacal S.R.L.;Ingenio y Refinería San Martin del Tabacal S.R.L.;beneficiario;829;2007;COFECyT;ESPRO ;INTERPROVINCIAL;Desarrollo de alternativas para el manejo de efluentes en la producción de bioetanol en el NOA (conjunto entre Jujuy y Salta).;Desarrollo productivo regional; $ 739,027 ; $ 147,805 ;5
27;0027-3;3;Prosal SA;Privado;Empresa privada;SA;Prosal SA;Prosal SA;beneficiario;829;2007;COFECyT;ESPRO ;INTERPROVINCIAL;Desarrollo de alternativas para el manejo de efluentes en la producción de bioetanol en el NOA (conjunto entre Jujuy y Salta).;Desarrollo productivo regional; $ 739,027 ; $ 147,805 ;5
28;0028-1;2;MARIA AMELIA ABRAHAM;Privado;Persona física;Persona física;MARIA AMELIA ABRAHAM;MARIA AMELIA ABRAHAM;beneficiario;1128;2016;COFECyT;VITEF ;SANTIAGO DEL ESTERO;VITEF 2016 - SGO DEL ESTERO ;Vinculación tecnológica; $ 40,266 ; $ 20,133 ;2
28;0028-2;2;CRISTIAN FERNANDO SANTIAGO GARAY;Privado;Persona física;Persona física;CRISTIAN FERNANDO SANTIAGO GARAY;CRISTIAN FERNANDO SANTIAGO GARAY;beneficiario;1128;2016;COFECyT;VITEF ;SANTIAGO DEL ESTERO;VITEF 2016 - SGO DEL ESTERO ;Vinculación tecnológica; $ 40,266 ; $ 20,133 ;2
29;0029-1;2;MARIA LUZ RUARTES MARTINEZ;Privado;Persona física;Persona física;MARIA LUZ RUARTES MARTINEZ;MARIA LUZ RUARTES MARTINEZ;beneficiario;1117;2016;COFECyT;VITEF ;LA RIOJA;VITEF 2016 - LA RIOJA ;Vinculación tecnológica; $ 40,266 ; $ 20,133 ;2
29;0029-2;2;SOLEDAD ARABEL BRIZUELA;Privado;Persona física;Persona física;SOLEDAD ARABEL BRIZUELA;SOLEDAD ARABEL BRIZUELA;beneficiario;1117;2016;COFECyT;VITEF ;LA RIOJA;VITEF 2016 - LA RIOJA ;Vinculación tecnológica; $ 40,266 ; $ 20,133 ;2
30;0030-1;2;Neuromed Argentina SA;Privado;Empresa privada;SA;Neuromed Argentina SA;Neuromed Argentina SA;beneficiario;758;2008;COFECyT;ESPRO ;MENDOZA;Laboratorio de I+D+i en Neurotecnologia;Desarrollo productivo regional; $ 624,521 ; $ 208,174 ;3
30;0030-2;2;Fundación Escuela de Medicina Nuclear (FUESMEN);Estado;Fundación;Organismo nacional;Organismo nacional (Fundación Escuela de Medicina Nuclear);Organismo nacional (Fundación Escuela de Medicina Nuclear);beneficiario;758;2008;COFECyT;ESPRO ;MENDOZA;Laboratorio de I+D+i en Neurotecnologia;Desarrollo productivo regional; $ 624,521 ; $ 208,174 ;3
31;0031-1;3;Nueva Cooperativa Agropecuaria Ltda.;Comunidad;Cooperativa;Cooperativa agraria;Nueva Cooperativa Agropecuaria Ltda.;Nueva Cooperativa Agropecuaria Ltda.;beneficiario;780;2007;COFECyT;ESPRO ;LA PAMPA;Programa de aprovechamiento de lacto - suero;Desarrollo productivo regional; $ 738,555 ; $ 184,639 ;4
31;0031-2;3;Cooperativa De Tamberos Unidos Ltda.;Comunidad;Cooperativa;Cooperativa agraria;Cooperativa De Tamberos Unidos Ltda.;Cooperativa De Tamberos Unidos Ltda.;beneficiario;780;2007;COFECyT;ESPRO ;LA PAMPA;Programa de aprovechamiento de lacto - suero;Desarrollo productivo regional; $ 738,555 ; $ 184,639 ;4
31;0031-3;3;Monte Ralo S.R.L.;Privado;Empresa privada;SRL;Monte Ralo S.R.L.;Monte Ralo S.R.L.;beneficiario;780;2007;COFECyT;ESPRO ;LA PAMPA;Programa de aprovechamiento de lacto - suero;Desarrollo productivo regional; $ 738,555 ; $ 184,639 ;4
32;0032-1;2;Patricia Diaz;Privado;Persona física;Persona física;Patricia Diaz;Patricia Diaz;beneficiario;1115;2016;COFECyT;VITEF ;JUJUY;VITEF 2016 - JUJUY ;Vinculación tecnológica; $ 40,266 ; $ 20,133 ;2
32;0032-2;2;Claudia Panica;Privado;Persona física;Persona física;Claudia Panica;Claudia Panica;beneficiario;1115;2016;COFECyT;VITEF ;JUJUY;VITEF 2016 - JUJUY ;Vinculación tecnológica; $ 40,266 ; $ 20,133 ;2
