Identidades;identidad;nentidad;entidad;tipo1;tipo2;tipo3;tipo4;tipo5;tipoentidad;Idproyecto;año;fondo;instrumento;provincia;titulo;areatematicanormalizada;montorealxproyecto;montorealxpentidad;pentidad
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;175;2010;COFECyT;ASETUR;SANTA FE;Imágenes y sonidos de la 1° colonia agrícola organizada;Turismo; $ 74,404 ; $ 37,202 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;197;2011;COFECyT;ASETUR;SANTA FE;Puesta en valor del Balneario Municipal en el marco del complejo turístico de Laguna Paiva ;Turismo; $ 81,085 ; $ 40,543 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;225;2011;COFECyT;ASETUR;SANTA FE;El Parque de la Agricultura Nacional nos cuenta historias…Las máquinas de nuestros abuelos ;Turismo; $ 80,544 ; $ 40,272 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;267;2016;COFECyT;ASETURMUSEOS ;SANTA FE;Museo de ciencias interactivo de la Universidad Nacional del Litoral ;Turismo; $ 152,524 ; $ 76,262 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;279;2016;COFECyT;DETEM ;SANTA FE;Desarrollo de capacidades para la generación de energía solar y eficiencia energética en espacios públicos de la ciudad de Las Parejas.;Desarrollo local; $ 152,524 ; $ 76,262 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;376;2017;COFECyT;DETEM ;SANTA FE;Modernización del Municipio de Roldán a través de la informatización de procesos de seguimiento y consulta de expedientes y trámites municipales.;Desarrollo local; $ 150,095 ; $ 75,048 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;418;2016;COFECyT;ASETURMUSEOS ;SANTA FE;Muestra de saberes, experiencias y objetos de la fiq-unl ;Turismo; $ 76,262 ; $ 38,131 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;423;2016;COFECyT;ASETUR;SANTA FE;Re-valorar el origen Restauración de la Estación Ferroviaria de la Ciudad de Suardi, ;Turismo; $ 76,262 ; $ 38,131 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;430;2016;COFECyT;PFIP MAE ;SANTA FE;Desarrollo y transferencia de tecnología para revalorización de descartes de la actividad frutihortícola del departamento Garay de la Provincia de Santa Fe;Medio ambiente y energías alternativas; $ 305,048 ; $ 152,524 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;436;2016;COFECyT;PFIP RRNN ;SANTA FE;Valorización de derivados de la biomasa regional: Síntesis de Biopolímeros del ácido láctico de numerosas aplicaciones tecnológicas;Recursos naturales; $ 152,524 ; $ 76,262 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;456;2009;COFECyT;DETEM ;SANTA FE;Plataforma de telecomunicaciones para e-salud, e-learning y para mejora de la gestión de las municipalidades.;Desarrollo local; $ 104,006 ; $ 26,002 ;4
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;471;2011;COFECyT;DETEM ;SANTA FE;Comext Innova-Promoción del comercio exterior de la ciudad de Santa Fe ;Desarrollo local; $ 86,778 ; $ 43,389 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;474;2009;COFECyT;DETEM ;SANTA FE;BIO + Programa social de producción de aceites vegetales para la fabricación de Biocombustibles.;Desarrollo local; $ 88,103 ; $ 44,051 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;476;2011;COFECyT;DETEM ;SANTA FE;Hacia una ingeniería de servicios orientada para la construcción y transferencia de Wheelwright, comuna físico-virtual;Desarrollo local; $ 86,917 ; $ 43,459 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;496;2011;COFECyT;DETEM ;SANTA FE;Centro Histórico Provincial como Recurso de Desarrollo Local en Alejandra ;Desarrollo local; $ 126,320 ; $ 63,160 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;513;2010;COFECyT;DETEM ;SANTA FE;Mejora de las prácticas de gestión municipal y empleo de gobierno electrónico;Desarrollo local; $ 143,360 ; $ 71,680 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;540;2010;COFECyT;DETEM ;SANTA FE;Autogestión municipal para la generación de microemprendimientos sociales destinados a soluciones habitacionales de bajo costo;Desarrollo local; $ 61,860 ; $ 30,930 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;611;2010;COFECyT;DETEM ;SANTA FE;Paneles de paja prensada para techados. Instalaciones e infraestructura para capacitación su manufacturación estandarizada y producción sustentable;Desarrollo local; $ 111,821 ; $ 55,910 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;616;2010;COFECyT;DETEM ;SANTA FE;Gestión de residuos sólidos urbanos orgánicosbiomasa residual ;Desarrollo local; $ 142,571 ; $ 71,286 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;623;2010;COFECyT;DETEM ;SANTA FE;Espacios Comunitarios para Alfabetización Digital ;Desarrollo local; $ 129,024 ; $ 64,512 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;644;2009;COFECyT;DETEM ;SANTA FE;Firmat digital, hacia una cultura participativa y de inclusión. ;Desarrollo local; $ 104,006 ; $ 52,003 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;674;2010;COFECyT;DETEM ;SANTA FE;Sistema de Información del Polo Apícola del Centro de Santa Fe ;Desarrollo local; $ 127,232 ; $ 42,411 ;3
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;678;2008;COFECyT;DETEM ;SANTA FE;Desarrollo e implementación de un sistema informático para la gestión y administración digital del municipio de Granadero Baigorria;Desarrollo local; $ 99,996 ; $ 49,998 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;699;2008;COFECyT;DETEM ;SANTA FE;Gestión WEB - WAP de reclamos ciudadanos ;Desarrollo local; $ 100,000 ; $ 50,000 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;701;2008;COFECyT;DETEM ;SANTA FE;Plan de modernización integral de la gestión de la Municipalidad de Villa Ocampo acorde a las nuevas necesidades de los contribuyentes;Desarrollo local; $ 96,000 ; $ 48,000 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;709;2011;COFECyT;DETEM ;SANTA FE;Optimización en el tratamiento del efluente cloacal municipal mediante uso de cultivo bacteriano - obtención de biomasa;Desarrollo local; $ 74,482 ; $ 37,241 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;718;2016;COFECyT;DETEM VECTORES ;SANTA FE;Participación ciudadana contra el dengue ;Salud; $ 61,332 ; $ 30,666 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;733;2017;COFECyT;ESPRO ;SANTA FE;DESARROLLO Y PUESTA EN FUNCIONAMIENTO DEL CENTRO TEGNOLOGICO PARA MEJORAR LAS PRESTACIONES Y LA COMPETITIVIDAD DE LOS EQUIPOS E INSUMOS RELACIONADOS A LA PRODUCCION PRIMARIA DE LECHE EN ARGENTINA;Desarrollo productivo regional; $ 229,846 ; $ 114,923 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;769;2007;COFECyT;ESPRO ;SANTA FE;Desarrollo competitivo de empresas del sector de la maquinaria agrícola y agropartes de la provincia de Santa Fe, en gestión y mejora de la productividad;Desarrollo productivo regional; $ 246,281 ; $ 123,140 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;789;2012;COFECyT;ESPRO ;SANTA FE;Desarrollo Tecnológico para aprovechamiento del lactosuero en PyMEs;Desarrollo productivo regional; $ 331,615 ; $ 165,808 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;809;2012;COFECyT;ESPRO ;SANTA FE;Desarrollo de tecnología ISOBUS para la industria nacional de maquinarias e implementos agrícolas;Desarrollo productivo regional; $ 303,902 ; $ 50,650 ;6
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;842;2007;COFECyT;ESPRO ;SANTA FE;Diseño de un modelo de desarrollo y mantenimiento de software;Desarrollo productivo regional; $ 244,372 ; $ 61,093 ;4
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;861;2008;COFECyT;ESPRO ;SANTA FE;Asistencia Tecnica para la Implementacion de BPM, POES y Control de Plagas en Salas de Extraccion de Miel de la Provincia de Santa Fe, para certificar HACCP y adecuacion de software para seguimiento del sistema de calidad.;Desarrollo productivo regional; $ 324,000 ; $ 162,000 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;914;2009;COFECyT;ESPRO ;SANTA FE;Rancheo de peces de importancia económica y ecológica del Río Paraná (surubíes, bagres, dorados, bogas y sábalos);Desarrollo productivo regional; $ 657,658 ; $ 219,219 ;3
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;921;2010;COFECyT;ESPRO ;SANTA FE;Desarrollo de software y equipamiento que garantice la trazabilidad desde la colmena ;Desarrollo productivo regional; $ 1,289,645 ; $ 644,822 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;937;2008;COFECyT;ESPRO ;SANTA FE;Desarrollo competitivo de empresas del sector de la maquinaria agrícola y agropartes de la Provincia de Santa Fe, mediante la mejora de la calidad de sus proveedores de insumos y/o servicios;Desarrollo productivo regional; $ 300,000 ; $ 150,000 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;959;2016;COFECyT;ESPRO ;SANTA FE;DESARROLLO Y FABRICACIÓN DE UN PROTOTIPO DE UN SISTEMA PARA AUTOMATIZACIÓN DE ALMACENES A TRAVÉS DE UNA PLATAFORMA MECATRÓNICA TENIENDO EN CUENTA DEMANDAS DE INNOVACIONES TECNOLÓGICAS DENTRO DE CLÚSTER DE MÁQUINAS AGRÍCOLAS Y AGROCOMPONENTES;Desarrollo productivo regional; $ 302,030 ; $ 151,015 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;983;2017;COFECyT;ESPRO ;SANTA FE;AGREGADO DE VALOR A LA COSECHA DE MAIZ UTILIZANDO EL PELLET DE MARLO COMO VECTOR ENERGETICO;Desarrollo productivo regional; $ 205,776 ; $ 102,888 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1137;2017;COFECyT;ASETUR;SANTA FE;Mobiliario urbano como punto de información de Tecnologia táctil para usuarios del aeropuerto internacional Islas Malvinas;Turismo; $ 181,567 ; $ 90,783 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1251;2004;COFECyT;PFIP ;SANTA FE;Mejora de la competitividad e internacionalización de empresas metalmecánica en especial del sector de la maquinaria agrícola, transporte, agropartes y autopartes;Desarrollo productivo local; $ 266,461 ; $ 133,230 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1252;2004;COFECyT;PFIP ;SANTA FE;Implementación de un sistema diversificado: La flora melífera como herramienta de sustentabilidad;Desarrollo productivo local; $ 81,578 ; $ 40,789 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1253;2004;COFECyT;PFIP ;SANTA FE;Desarrollo de herramentales de coquillas para fabricación de piezas de reposición de autopartes y repuestos automotor;Desarrollo productivo local; $ 85,534 ; $ 42,767 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1359;2005;COFECyT;PFIP ;SANTA FE;Introducción del cultivo intensivo de arándanos en la zona centro de la provincia de Santa Fe ;Desarrollo productivo local; $ 100,340 ; $ 50,170 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1360;2005;COFECyT;PFIP ;SANTA FE;Riego colectivo con agua superficial para el departamento San Jerónimo- Santa Fe ;Desarrollo productivo local; $ 128,789 ; $ 64,394 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1361;2005;COFECyT;PFIP ;SANTA FE;Vinculación universidad escuelas para el mejoramiento de la enseñanza de l as ciencias y tecnologías;Desarrollo productivo local; $ 83,964 ; $ 41,982 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1362;2005;COFECyT;PFIP ;SANTA FE;Diseño, desarrollo y puesta en funcionamiento de un laboratorio para ensayos de asientos y campo visual de espejos retrovisores utilizados en vehículos, unidades de transporte y maquinas agrícolas;Desarrollo productivo local; $ 68,514 ; $ 34,257 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1363;2005;COFECyT;PFIP ;SANTA FE;Método de screening para detección de antimicrobianos en la leche ;Desarrollo productivo local; $ 83,681 ; $ 41,840 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1364;2005;COFECyT;PFIP ;SANTA FE;Estrategia del gobierno electrónico para la gestión, turnos, información e internación en los hospitales públicos dependientes del Ministerio de Salud de la provincia de Santa Fe;Desarrollo productivo local; $ 118,348 ; $ 59,174 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1365;2005;COFECyT;PFIP ;SANTA FE;Laboratorio de diagnóstico e investigaciones agropecuarias: avances en la detección y prevención de enfermedades infecciosas que afectan la productividad ganadera santafesina;Desarrollo productivo local; $ 128,808 ; $ 64,404 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1475;2006;COFECyT;PFIP ;SANTA FE;Posicionamiento de la lechería ovina de la región, una alternativa viable generadora de alto valor agregado en la producción quesera;Desarrollo productivo local; $ 131,125 ; $ 65,562 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1476;2006;COFECyT;PFIP ;SANTA FE;Desarrollo de tecnología de gestión para la identificación y evaluación de conflictos relacionados con la gestión sustentable del recurso hídrico;Desarrollo productivo local; $ 178,934 ; $ 89,467 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1477;2006;COFECyT;PFIP ;SANTA FE;Sistema de gestión, para la prestación de servicios turísticos, náuticos recreativos y deportivos en la ciudad de Santa Fe y la región;Desarrollo productivo local; $ 42,727 ; $ 21,363 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1478;2006;COFECyT;PFIP ;SANTA FE;Reconversión productiva del cinturón hortícola santafecino y de la zona central de la provincia de Santa Fe;Desarrollo productivo local; $ 120,054 ; $ 60,027 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1479;2006;COFECyT;PFIP ;SANTA FE;Implementación de un servicio a tercero para determinar toxicidad y ecotoxicidad en los procesos de control de efluentes líquidos y aguas;Desarrollo productivo local; $ 100,178 ; $ 50,089 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1480;2006;COFECyT;PFIP ;SANTA FE;Producción de medicamentos huérfanos de interés en salud pública ;Desarrollo productivo local; $ 115,325 ; $ 57,663 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1560;2007;COFECyT;PFIP ;SANTA FE;Optimización de gelación ácida y/o enzimaica de proteínas lácticas de orígen bovino en presencia de ión calcio y azúcares. Influencia del valor agregado en la textura del producto final;Desarrollo productivo local; $ 114,648 ; $ 57,324 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1561;2007;COFECyT;PFIP ;SANTA FE;Desarrollo nueva lámpara de iluminación fría (LEDs) y de los procesos de su fabricación, permitiendo una reducción del consumo energético del orden del 80% en el uso comercial, industrial y doméstico;Desarrollo productivo local; $ 133,107 ; $ 66,554 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1562;2007;COFECyT;PFIP ;SANTA FE;Producción de morenas (Gymnotus sp) para su empleo como carnadas vivas en la pesca deportiva);Desarrollo productivo local; $ 278,921 ; $ 139,461 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1667;2008;COFECyT;PFIP ;SANTA FE;Detección precoz de las infecciones producidas por el virus de inmunodeficiencia humana y el virus de la hepatitis C: Desarrollo de herramientas de diagnostico molecular aplicables al tamizaje de donantes de sangre;Desarrollo productivo local; $ 150,380 ; $ 75,190 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1668;2008;COFECyT;PFIP ;SANTA FE;Maximización de la cosecha de huevos de caimán y desarrollo tecnológico para su incubación y posterior cría controlada de neonatos;Desarrollo productivo local; $ 134,923 ; $ 67,462 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1669;2008;COFECyT;PFIP ;SANTA FE;Innovación tecnológica a partir de la aplicación de protección de cultivos por medio de macro túneles para la producción de frutillas;Desarrollo productivo local; $ 139,700 ; $ 69,850 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1670;2008;COFECyT;PFIP ;SANTA FE;Impacto de los sistemas intensivos de producción de carne vacuna sobre la calidad del agua subterránea con énfasis en la presencia de nitratos;Desarrollo productivo local; $ 169,250 ; $ 84,625 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1671;2008;COFECyT;PFIP ;SANTA FE;Plan de desarrollo productivo de piscicultura de Helvecia;Desarrollo productivo local; $ 142,390 ; $ 71,195 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1776;2009;COFECyT;PFIP ;SANTA FE;Manejo silvopastoril sustentable con pequeños productores de la cuña boscosa santafesina;Desarrollo productivo local; $ 134,948 ; $ 67,474 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1777;2009;COFECyT;PFIP ;SANTA FE;Desarrollo de un sistema de control automatico de guia de un tractor agricola ;Desarrollo productivo local; $ 78,525 ; $ 39,262 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1778;2009;COFECyT;PFIP ;SANTA FE;Elaboracion de un suplemento proteico adaptado a las diferentes condiciones regionales para mejorar la sustentabilidad de la apicultura en el norte de la provincia de Santa Fe;Desarrollo productivo local; $ 79,617 ; $ 39,808 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1779;2009;COFECyT;PFIP ;SANTA FE;Desarrollo de un equipo economico modular y movil para eliminacion de arsenico de agua para consumo de ganado en la region utilizando energia solar;Desarrollo productivo local; $ 156,570 ; $ 78,285 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1780;2009;COFECyT;PFIP ;SANTA FE;Automatizacion de recoleccion de leche a granel. Herramientas tecnologicas innovadoras para programas de pago de la leche en base a su calidad fisico-quimica y microbiologica;Desarrollo productivo local; $ 74,786 ; $ 37,393 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1781;2009;COFECyT;PFIP ;SANTA FE;Usos consuntivos del agua en humedales santafesinos: diagnostico, conflictos, potencialidades y alternativas de intervencion;Desarrollo productivo local; $ 142,454 ; $ 71,227 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1782;2009;COFECyT;PFIP ;SANTA FE;Deteccion precoz de cercospora kikuchii en plantas de soja: desarrollo y validacion de la metodologia;Desarrollo productivo local; $ 142,593 ; $ 71,296 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1783;2009;COFECyT;PFIP ;SANTA FE;Desarrollo de tecnologias lecheras no convencionales para pequeños productores del norte y centro santafesino;Desarrollo productivo local; $ 83,638 ; $ 41,819 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1804;2017;COFECyT;ASETUR;SANTA FE;Villa Ocampo turismo 2.0 ;Turismo; $ 90,832 ; $ 45,416 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1805;2017;COFECyT;PFIP ;SANTA FE;Introducción de ornamentales nativas al mercado florícola ;Desarrollo productivo local; $ 84,731 ; $ 42,366 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1846;2017;COFECyT;PFIP ;SANTA FE;Mejora de la competitividad de la producción artesanal de cerveza a partir de la estandarización y optimización de sus procesos productivos;Desarrollo productivo local; $ 181,567 ; $ 90,783 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1864;2017;COFECyT;ESPRO ;SANTA FE;IMPULSO PARA LA MEJORA COMPETITIVA REGIONAL EN DISEÑO Y PRODUCCION DE EQUIPAMIENTO ELECTRONICO;Desarrollo productivo regional; $ 134,965 ; $ 67,482 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1881;2017;COFECyT;PFIP ;SANTA FE;Mejora en los eslabonamientos productivos de la producción sustentable de alimentos agroecológicos del área metropolitana de Rosario;Desarrollo productivo local; $ 242,089 ; $ 121,044 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1895;2017;COFECyT;PFIP ;SANTA FE;Pastizales de la Provincia de Santa Fe: puesta en valor de sus especies forrajeras e implementación de buenas prácticas agronómicas para un mensaje sustentable;Desarrollo productivo local; $ 144,648 ; $ 72,324 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1899;2017;COFECyT;ESPRO ;SANTA FE;DESARROLLO DE SOLUCIONES TECNOLOGICAS PARA OPTIMIZAR EL RENDIMIENTO A TRAVES DEL ESTUDIO DE APTITUD COAGULATIVA Y DE COMPONENTES DE LA LECHE;Desarrollo productivo regional; $ 216,064 ; $ 108,032 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1938;2017;COFECyT;PFIP ;SANTA FE;Energía eólica de altitud no convencional ;Desarrollo productivo local; $ 127,581 ; $ 63,790 ;2
3319;3319-1;1;Provincia de Santa Fe;Estado;Provincial;Gobierno provincial;Provincia de Santa Fe;Provincia de Santa Fe;otraentidad;1939;2017;COFECyT;ASETUR;SANTA FE;Museo interactivo del queso: tradición, historia, producción e innovación tecnológica ;Turismo; $ 127,302 ; $ 63,651 ;2
